gene_1,gene_2,a1,a2,a3,a4,a5,a6
Potri.012G084100,Potri.015G082700,1,0,0.85696,1,popSegDup_77,0.07259
Potri.012G084400,Potri.015G082900,1,0,0.86538,1,popSegDup_77,0.10126
Potri.012G084600,Potri.015G083000,1,0,0.71154,1,popSegDup_77,0.10565
Potri.012G084700,NaN,1,0,0.6291,1,popSegDup_77,0.04766
Potri.012G084800,Potri.015G083200,1,0,0.80026,1,popSegDup_77,0.11369
Potri.012G084900,Potri.015G083300,1,0,0.82245,1,popSegDup_77,0.06868
Potri.012G085000,Potri.015G083400,1,0,0.77008,1,popSegDup_77,0.12181
NaN,Potri.015G083700,1,0,0.67308,1,popSegDup_77,0.07708
Potri.012G085600,Potri.015G083800,1,0,0.78565,1,popSegDup_77,0.09403
Potri.012G085700,Potri.015G084000,1,0,0.74936,1,popSegDup_77,0.08899
Potri.012G086400,Potri.015G084900,1,0,0.88565,2,popSegDup_77,0.13544
Potri.012G086700,Potri.015G084600,1,0,0.8377,2,popSegDup_77,0.09868
Potri.011G031000,Potri.004G031800,1,0,0.85288,1,popSegDup_78,0.01639
NaN,Potri.004G031700,1,0,0.66421,1,popSegDup_78,0.1159
Potri.011G031200,Potri.004G031600,1,0,0.92686,1,popSegDup_78,0.08847
Potri.011G031300,Potri.004G031500,1,0,0.86624,1,popSegDup_78,0.05485
Potri.011G031500,Potri.004G031200,1,0,0.79545,1,popSegDup_78,0.10293
Potri.011G031700,Potri.004G030700,1,0,0.91966,1,popSegDup_78,0.14384
Potri.011G032100,Potri.004G030600,1,0,0.76879,1,popSegDup_78,0.11442
Potri.011G032200,Potri.004G030500,1,0,0.6373,1,popSegDup_78,0.10928
Potri.011G032600,Potri.004G029600,1,0,0.79758,1,popSegDup_78,0.12891
Potri.011G033000,Potri.004G029100,1,0,0.80866,1,popSegDup_78,0.09373
Potri.011G033100,Potri.004G028900,1,0,0.69982,1,popSegDup_78,0.13413
Potri.011G033300,Potri.004G028800,1,0,0.76772,1,popSegDup_78,0.1703
Potri.011G039500,Potri.004G027200,1,0,0.92105,1,popSegDup_78,*
Potri.011G040000,Potri.T145100.1,1,0,0.9,1,popSegDup_78,0.11316
Potri.011G040100,Potri.T145200.1,1,0,0.72978,1,popSegDup_78,0.02041
Potri.014G075000,Potri.002G155200,1,0,0.7049,1,popSegDup_79,0.11003
Potri.014G075100,Potri.002G155000,1,0,0.81936,1,popSegDup_79,0.16139
Potri.014G075200,Potri.002G154700,1,0,0.93091,1,popSegDup_79,0.11205
Potri.014G075500,Potri.002G154500,1,0,0.9295,1,popSegDup_79,0.14071
Potri.014G076300,Potri.002G153900,1,0,0.74227,1,popSegDup_79,0.08353
Potri.014G076400,Potri.002G153800,1,0,0.95021,1,popSegDup_79,0.03176
Potri.014G076500,Potri.002G153700,1,0,0.88319,1,popSegDup_79,0.08295
Potri.014G076600,Potri.002G153600,1,0,0.78584,1,popSegDup_79,0.06258
Potri.014G076800,Potri.002G153400,1,0,0.83688,1,popSegDup_79,0.07514
Potri.014G077000,Potri.002G153000,1,0,0.73864,1,popSegDup_79,0.15508
Potri.014G077200,Potri.002G152900,1,0,0.62075,1,popSegDup_79,0.04169
Potri.014G077900,Potri.002G152600,1,0,0.81749,1,popSegDup_79,0.10034
Potri.014G078100,Potri.002G152500,1,0,0.77765,1,popSegDup_79,0.11157
Potri.014G078300,Potri.002G152300,1,0,0.80649,1,popSegDup_79,0.07881
Potri.014G078500,Potri.002G152200,1,0,0.61946,1,popSegDup_79,0.09739
Potri.011G004700,Potri.004G013400,1,0,0.88768,1,popSegDup_80,0.08593
Potri.011G004500,Potri.004G013500,1,0,0.82559,1,popSegDup_80,0.11562
Potri.011G004300,Potri.004G013700,1,0,0.91093,1,popSegDup_80,0
Potri.011G004200,Potri.004G013900,1,0,0.80231,1,popSegDup_80,0.09221
Potri.011G003400,Potri.004G015500,1,0,0.82149,1,popSegDup_80,0.11157
Potri.011G003300,Potri.004G015700,1,0,0.78924,1,popSegDup_80,0.07421
Potri.011G003200,Potri.004G015800,1,0,0.68767,1,popSegDup_80,0.06956
Potri.011G003000,Potri.004G016000,1,0,0.79333,1,popSegDup_80,0.02522
Potri.011G001900,Potri.004G017000,1,0,0.67417,1,popSegDup_80,0.01613
Potri.011G001500,Potri.004G017800,1,0,0.69276,1,popSegDup_80,0.23192
Potri.011G001100,Potri.004G018000,1,0,0.60167,1,popSegDup_80,0.18232
Potri.011G000900,Potri.004G018200,1,0,0.95866,1,popSegDup_80,0.10811
Potri.011G000500,Potri.004G018500,1,0,0.80576,1,popSegDup_80,0.10886
Potri.011G000400,Potri.004G018600,1,0,0.73664,1,popSegDup_80,0.07155
Potri.011G000200,Potri.004G018700,1,0,0.75101,1,popSegDup_80,0.09337
Potri.017G099500,Potri.T125000.1,1,0,0.66887,1,popSegDup_81,0.20273
Potri.017G100100,Potri.004G114800,1,0,0.81783,1,popSegDup_81,0.04258
Potri.017G100300,Potri.004G114600,1,0,0.87974,1,popSegDup_81,0.0787
Potri.017G100800,Potri.004G113900,1,0,0.81345,1,popSegDup_81,0.12058
Potri.017G101200,Potri.004G113600,1,0,0.95801,1,popSegDup_81,0.15754
Potri.017G101400,Potri.004G113400,1,0,0.74761,1,popSegDup_81,0.06829
Potri.017G101600,Potri.004G113200,1,0,0.8524,1,popSegDup_81,0.09909
Potri.017G101700,Potri.004G112900,1,0,0.79,1,popSegDup_81,0.05804
Potri.017G102000,Potri.004G112800,1,0,0.88561,1,popSegDup_81,0.13467
Potri.017G102100,Potri.004G112700,1,0,0.8008,1,popSegDup_81,0.11961
Potri.017G102300,Potri.004G112400,1,0,0.84706,1,popSegDup_81,0.11884
Potri.017G102500,Potri.004G112300,1,0,0.83741,1,popSegDup_81,0.17459
Potri.017G102700,Potri.004G111900,1,0,0.84795,1,popSegDup_81,*
Potri.017G102800,Potri.004G111800,1,0,0.6789,1,popSegDup_81,0.17834
Potri.004G118100,Potri.017G091800,1,0,0.67574,1,popSegDup_82,0.14197
Potri.004G118400,Potri.017G091900,1,0,0.79179,1,popSegDup_82,0.10034
Potri.004G118600,Potri.017G092000,1,0,0.93976,1,popSegDup_82,0.08181
Potri.004G118700,Potri.017G092100,1,0,0.67148,1,popSegDup_82,0.04601
Potri.004G118800,Potri.017G092200,1,0,0.95638,1,popSegDup_82,0.15508
Potri.004G118900,Potri.017G092400,1,0,0.91682,1,popSegDup_82,0.13088
Potri.004G119000,Potri.017G092500,1,0,0.74291,1,popSegDup_82,0.06181
Potri.004G119500,Potri.017G092800,1,0,0.88454,1,popSegDup_82,0.05089
Potri.004G119700,Potri.017G091500,1,0,0.60571,1,popSegDup_82,0.43886
Potri.004G120000,Potri.017G093500,1,0,0.75,1,popSegDup_82,0.05485
NaN,NaN,1,0,0.62088,1,popSegDup_82,*
Potri.004G120100,Potri.017G094100,1,0,0.87914,1,popSegDup_82,0.11866
Potri.004G120500,Potri.017G094400,1,0,0.86943,1,popSegDup_82,0.11689
Potri.004G120600,Potri.017G094500,1,0,0.61863,1,popSegDup_82,0.10034
Potri.013G061800,Potri.T070100.1,1,0,0.96366,1,popSegDup_83,0.07743
Potri.013G0625001,Potri.019G038400,1,0,0.8748,1,popSegDup_83,0.01316
Potri.013G062600,Potri.019G038600,1,0,0.81447,1,popSegDup_83,0
NaN,NaN,1,0,0.74662,1,popSegDup_83,0.10034
Potri.013G064200,Potri.019G038900,1,0,0.61815,1,popSegDup_83,0.14128
Potri.013G064300,Potri.019G039000,1,0,0.81089,1,popSegDup_83,0.07971
Potri.013G064400,Potri.019G039200,1,0,0.9906,1,popSegDup_83,0.12566
Potri.013G065600,Potri.019G039900,1,0,0.73708,1,popSegDup_83,0.15989
Potri.013G065800,Potri.019G040200,1,0,0.7385,1,popSegDup_83,0.1336
Potri.013G066000,Potri.019G040400,1,0,0.78551,1,popSegDup_83,0.17682
Potri.013G066100,Potri.019G040500,1,0,0.80022,1,popSegDup_83,0.10118
Potri.013G066700,Potri.019G040700,1,0,0.75133,1,popSegDup_83,0.08017
Potri.013G066900,Potri.019G040800,1,0,0.64972,1,popSegDup_83,0.11157
Potri.013G067000,Potri.019G040900,1,0,0.69496,1,popSegDup_83,0.07808
Potri.001G325600,Potri.017G068000,1,0,0.78096,1,popSegDup_84,0.10696
Potri.001G325900,NaN,1,0,0.65899,1,popSegDup_84,*
Potri.001G326200,Potri.017G068400,1,0,0.83761,1,popSegDup_84,0.02858
Potri.001G326300,Potri.017G068500,1,0,0.78696,1,popSegDup_84,0.10126
Potri.001G327100,Potri.T044100.2,1,0,0.73933,1,popSegDup_84,0.10263
NaN,NaN,1,0,0.84722,1,popSegDup_84,0.13118
Potri.001G327800,Potri.T043900.2,1,0,0.78297,1,popSegDup_84,0.13597
NaN,Potri.T043800.1,1,0,0.73232,1,popSegDup_84,0.20887
Potri.001G328100,Potri.T043700.1,1,0,0.71895,1,popSegDup_84,*
Potri.001G328300,Potri.T043600.1,1,0,0.67843,1,popSegDup_84,*
Potri.001G329000,Potri.T043100.1,1,0,0.80132,1,popSegDup_84,*
Potri.001G329200,Potri.017G064100,1,0,0.85435,1,popSegDup_84,0.10565
Potri.001G329400,Potri.T042800.1,1,0,0.72483,1,popSegDup_84,*
Potri.001G329700,Potri.017G063900,1,0,0.97365,1,popSegDup_84,0.07808
NaN,NaN,1,0,0.62651,1,popSegDup_85,*
Potri.010G240500,Potri.008G016700,1,0,0.77458,1,popSegDup_85,0.11921
Potri.010G241000,Potri.008G000300,1,0,0.67186,1,popSegDup_85,0.09836
Potri.010G241200,Potri.008G017300,1,0,0.87931,1,popSegDup_85,0.09116
Potri.010G241300,Potri.008G017400,1,0,0.778,1,popSegDup_85,0.10961
Potri.010G241500,Potri.008G017500,1,0,0.79634,1,popSegDup_85,0.13413
Potri.010G241800,Potri.008G017800,1,0,0.91746,1,popSegDup_85,0.07298
Potri.010G242100,Potri.008G017900,1,0,0.76211,1,popSegDup_85,0.01887
Potri.010G242300,Potri.008G018100,1,0,0.87845,1,popSegDup_85,0.06419
Potri.010G242700,Potri.008G018300,1,0,0.91511,1,popSegDup_85,0.05268
Potri.010G242800,Potri.008G018400,1,0,0.86885,1,popSegDup_85,0.07366
Potri.010G242900,Potri.008G018600,1,0,0.83731,1,popSegDup_85,0.11157
Potri.010G243100,Potri.008G018800,1,0,0.76151,1,popSegDup_85,0.09836
NaN,Potri.004G227800,1,0,0.67851,1,popSegDup_86,0.11516
Potri.003G003100,Potri.004G227700,1,0,0.78832,1,popSegDup_86,0.1018
Potri.003G003400,Potri.004G227200,1,0,0.79709,1,popSegDup_86,0.08967
Potri.003G003500,Potri.004G227000,1,0,0.75986,1,popSegDup_86,0.12836
Potri.003G003700,Potri.004G226900,1,0,0.80071,1,popSegDup_86,0.11562
NaN,Potri.004G226800,1,0,0.66577,1,popSegDup_86,0.07259
Potri.003G003900,Potri.004G226700,1,0,0.84899,1,popSegDup_86,0.09836
Potri.003G004700,Potri.004G226300,1,0,0.84571,1,popSegDup_86,0.07155
Potri.003G005500,Potri.004G225900,1,0,0.86914,1,popSegDup_86,0.09286
Potri.003G005700,Potri.004G225800,1,0,0.75486,1,popSegDup_86,0.05889
NaN,Potri.004G225700,1,0,0.88785,1,popSegDup_86,0.05889
Potri.003G006200,Potri.004G224500,1,0,0.6,1,popSegDup_86,0.08353
Potri.003G006300,Potri.004G224400,1,0,0.8464,1,popSegDup_86,0.08593
Potri.001G354700,Potri.011G077500,1,0,0.83743,1,popSegDup_87,0.16824
Potri.001G354600,Potri.011G077700,1,0,0.64113,1,popSegDup_87,0.03949
Potri.001G354500,Potri.011G077800,1,0,0.8,1,popSegDup_87,0.06531
Potri.001G354000,Potri.011G077900,1,0,0.98734,1,popSegDup_87,0.08495
Potri.001G353900,Potri.011G078200,1,0,0.97818,1,popSegDup_87,0.09116
Potri.001G3537000,Potri.011G078300,1,0,0.84294,1,popSegDup_87,0.08531
Potri.001G353400,Potri.011G078500,1,0,0.60199,1,popSegDup_87,0.15683
Potri.001G353100,Potri.011G078800,1,0,0.78662,1,popSegDup_87,0.10351
Potri.001G352800,Potri.011G078900,1,0,0.60825,1,popSegDup_87,0.02858
Potri.001G352700,Potri.011G079000,1,0,0.89948,1,popSegDup_87,0.03671
Potri.001G352500,Potri.011G079100,1,0,0.81692,1,popSegDup_87,0.08017
Potri.001G352400,Potri.011G079300,1,0,0.65468,1,popSegDup_87,0.16079
Potri.001G352300,Potri.011G079400,1,0,0.88823,1,popSegDup_87,0.15976
Potri.007G063700,Potri.005G108600,1,0,0.81802,1,popSegDup_88,0.08795
Potri.007G063600,Potri.005G109400,1,0,0.67509,1,popSegDup_88,0.14226
Potri.007G061500,Potri.005G110700,1,0,1,1,popSegDup_88,0.05889
Potri.007G061400,Potri.005G108200,1,0,0.93568,1,popSegDup_88,0.04619
Potri.007G061100,Potri.005G108500,1,0,0.92771,1,popSegDup_88,0.10034
Potri.007G060900,Potri.005G108100,1,0,0.959,1,popSegDup_88,0.08795
Potri.007G060600,Potri.005G106200,1,0,0.79725,1,popSegDup_88,0.1336
Potri.007G060400,Potri.005G105800,1,0,0.70556,1,popSegDup_88,0.11298
Potri.007G060300,NaN,1,0,0.76674,1,popSegDup_88,0.06022
Potri.007G060100,Potri.005G104700,1,0,0.62642,1,popSegDup_88,0.09645
Potri.007G059400,Potri.005G103100,1,0,0.78205,1,popSegDup_88,*
Potri.007G059300,Potri.005G102900,1,0,0.76786,1,popSegDup_88,0.07312
Potri.007G058700,Potri.005G102500,1,0,0.90864,1,popSegDup_88,0.0544
Potri.005G046300,Potri.013G034000,1,0,0.92785,2,popSegDup_89,0.08353
Potri.005G046500,Potri.013G033800,1,0,0.90413,2,popSegDup_89,0.0886
Potri.005G046600,Potri.013G033600,1,0,0.79732,2,popSegDup_89,0.09858
Potri.005G047600,Potri.013G034800,1,0,0.74751,1,popSegDup_89,0.09373
Potri.005G047700,Potri.013G034900,1,0,0.82835,1,popSegDup_89,0.14078
Potri.005G047900,Potri.013G035000,1,0,0.76538,1,popSegDup_89,0.05268
Potri.005G048400,Potri.013G035500,1,0,0.87786,1,popSegDup_89,0.10221
Potri.005G049100,Potri.013G035800,1,0,0.69482,1,popSegDup_89,0.06343
Potri.005G049200,Potri.013G035900,1,0,0.76545,1,popSegDup_89,0.11058
Potri.005G049300,Potri.013G036000,1,0,0.85271,1,popSegDup_89,0.1159
Potri.005G049400,Potri.013G036100,1,0,0.97786,1,popSegDup_89,0.14813
Potri.005G049800,Potri.013G036300,1,0,0.85659,1,popSegDup_89,0.09708
Potri.005G050000,Potri.013G036400,1,0,0.75249,1,popSegDup_89,0.15846
Potri.016G099400,Potri.006G123600,1,0,0.6813,1,popSegDup_90,0.09553
Potri.016G098600,Potri.006G122900,1,0,0.92182,1,popSegDup_90,0.13413
Potri.016G098400,Potri.006G122300,1,0,0.69659,1,popSegDup_90,0.1102
Potri.016G098200,Potri.006G121700,1,0,0.89336,1,popSegDup_90,0.14534
Potri.016G097900,Potri.006G121500,1,0,0.88557,1,popSegDup_90,0.06908
Potri.016G097800,Potri.006G121400,1,0,0.78867,1,popSegDup_90,0.11157
Potri.016G097400,Potri.006G120600,1,0,0.91412,1,popSegDup_90,0.12891
NaN,NaN,1,0,0.82058,1,popSegDup_90,0.07881
Potri.016G097300,Potri.006G120200,1,0,0.80452,1,popSegDup_90,0.11272
Potri.016G097100,Potri.006G119400,1,0,0.83412,1,popSegDup_90,0.06007
Potri.016G097000,Potri.006G119200,1,0,0.73222,1,popSegDup_90,0.08718
Potri.016G096800,Potri.006G118900,1,0,0.95625,1,popSegDup_90,0.04258
Potri.016G096700,Potri.006G118800,1,0,0.87737,1,popSegDup_90,0.0345
Potri.017G003500,Potri.007G144200,1,0,0.85363,2,popSegDup_91,0.19407
Potri.017G002200,Potri.007G145400,1,0,0.64888,1,popSegDup_91,0.11874
Potri.017G002000,Potri.007G145800,1,0,0.7398,1,popSegDup_91,0.0551
Potri.017G001900,Potri.007G145900,1,0,0.79032,1,popSegDup_91,0.12726
Potri.017G001800,Potri.007G146000,1,0,0.81498,1,popSegDup_91,0.13515
Potri.017G001700,Potri.007G146100,1,0,0.75964,1,popSegDup_91,0.07029
Potri.017G001300,Potri.007G146500,1,0,0.91879,1,popSegDup_91,0.08718
Potri.017G001200,Potri.007G146600,1,0,0.91387,1,popSegDup_91,0.0733
Potri.017G000900,Potri.007G146900,1,0,0.80952,1,popSegDup_91,0.10826
Potri.017G000700,Potri.007G147000,1,0,0.76502,1,popSegDup_91,0.07092
Potri.017G000500,Potri.007G147100,1,0,0.816,1,popSegDup_91,0.07774
Potri.017G000400,Potri.007G147200,1,0,0.89276,1,popSegDup_91,0.11647
Potri.017G000300,Potri.007G147300,1,0,0.92857,1,popSegDup_91,0.08505
Potri.002G230000,Potri.014G152200,1,0,0.81809,1,popSegDup_92,0.09349
Potri.002G230200,Potri.014G152000,1,0,0.92293,1,popSegDup_92,0.13722
Potri.002G230600,Potri.014G151800,1,0,0.9063,1,popSegDup_92,0.06908
Potri.002G230700,Potri.014G151700,1,0,0.63677,1,popSegDup_92,0.03372
Potri.002G230800,Potri.014G151400,1,0,0.76104,1,popSegDup_92,0.08353
Potri.002G231100,Potri.014G151300,1,0,0.70293,1,popSegDup_92,0.05683
Potri.002G231400,Potri.014G150900,1,0,0.70942,1,popSegDup_92,0.03573
Potri.002G231600,Potri.014G150700,1,0,0.84964,1,popSegDup_92,0.06603
NaN,NaN,1,0,0.60952,1,popSegDup_92,0.08353
Potri.002G231800,NaN,1,0,0.8156,1,popSegDup_92,0.03126
NaN,Potri.014G150300,1,0,0.95522,1,popSegDup_92,*
Potri.002G231900,Potri.014G150200,1,0,0.90616,1,popSegDup_92,0.02106
Potri.002G232600,Potri.014G149600,1,0,0.88326,1,popSegDup_92,0.07125
Potri.010G134700,Potri.008G113900,1,0,0.90205,1,popSegDup_93,0.09116
Potri.010G135200,Potri.008G113400,1,0,0.86747,1,popSegDup_93,0.06068
Potri.010G136100,Potri.008G113200,1,0,0.85884,1,popSegDup_93,0.05739
Potri.010G136300,Potri.008G113000,1,0,0.85747,1,popSegDup_93,0.06068
Potri.010G136500,Potri.008G112900,1,0,0.76438,1,popSegDup_93,0.05561
Potri.010G136700,Potri.008G112800,1,0,0.8184,1,popSegDup_93,0.08427
Potri.010G136800,Potri.008G112700,1,0,0.88325,1,popSegDup_93,0.07617
Potri.010G136900,Potri.008G112600,1,0,0.89558,1,popSegDup_93,0.11157
Potri.010G137300,Potri.008G112300,1,0,0.81343,1,popSegDup_93,0.08495
Potri.010G137400,Potri.008G112200,1,0,0.83782,1,popSegDup_93,0.09583
Potri.010G137600,Potri.008G1120000,1,0,0.79942,1,popSegDup_93,0.10034
Potri.010G137900,Potri.008G111900,1,0,0.72313,1,popSegDup_93,0.03176
Potri.010G138100,Potri.008G111800,1,0,0.60654,1,popSegDup_93,0.08884
Potri.012G118500,Potri.015G117200,1,0,0.85008,1,popSegDup_94,0.04842
Potri.012G118600,Potri.015G1173000,1,0,0.77718,1,popSegDup_94,0.09116
Potri.012G118700,Potri.015G117400,1,0,0.73341,1,popSegDup_94,0.09067
Potri.012G118800,Potri.015G117500,1,0,0.77622,1,popSegDup_94,0.09619
Potri.012G119000,Potri.015G117600,1,0,0.86229,1,popSegDup_94,0.11157
Potri.012G119200,Potri.015G118000,1,0,0.82336,1,popSegDup_94,0.09553
Potri.012G119500,Potri.015G118200,1,0,0.72744,1,popSegDup_94,0.0345
Potri.012G119600,Potri.015G118300,1,0,0.88553,1,popSegDup_94,0.11369
Potri.012G120000,Potri.015G118500,1,1,0.86738,1,popSegDup_94,0.11157
Potri.012G120000,Potri.015G119300,1,1,0.73539,1,popSegDup_94,0.11479
Potri.T088700.2,Potri.015G120400,1,0,0.81026,1,popSegDup_94,0.13544
Potri.T089500.2,Potri.015G121000,1,0,0.92178,1,popSegDup_94,0.12467
Potri.012G121700,Potri.015G121400,1,0,0.89367,1,popSegDup_94,0.08847
Potri.006G227600,Potri.018G052200,1,0,0.77665,1,popSegDup_95,0.13004
Potri.006G228100,Potri.018G052900,1,0,0.91337,1,popSegDup_95,0.05089
Potri.006G228600,Potri.018G052500,1,0,0.77837,1,popSegDup_95,0.15846
Potri.006G2293002,NaN,1,0,0.60027,1,popSegDup_95,0.1757
Potri.006G229400,Potri.018G053800,1,0,0.73772,1,popSegDup_95,0.11756
Potri.006G229900,Potri.018G053900,1,0,0.90215,1,popSegDup_95,0.05268
Potri.006G230400,Potri.018G054100,1,0,0.87154,1,popSegDup_95,0.05394
Potri.006G230600,Potri.018G054400,1,0,0.88,1,popSegDup_95,0.07562
Potri.006G230700,Potri.018G054700,1,0,0.72402,1,popSegDup_95,0.0722
Potri.006G230800,Potri.018G054900,1,0,0.93296,1,popSegDup_95,0.10886
Potri.006G231000,NaN,1,0,0.91621,1,popSegDup_95,0.06022
NaN,Potri.018G055300,1,0,0.62249,1,popSegDup_95,0.04228
Potri.011G086500,Potri.001G360100,1,0,0.82915,1,popSegDup_96,0.08912
Potri.011G088100,Potri.001G361300,1,0,0.86599,1,popSegDup_96,0.14281
Potri.011G088400,Potri.001G361100,1,0,0.75026,1,popSegDup_96,0.11157
Potri.011G089900,NaN,1,0,0.70085,1,popSegDup_96,0.23041
NaN,Potri.001G357600,1,0,0.85074,1,popSegDup_96,0.06948
NaN,NaN,1,0,0.67708,1,popSegDup_96,*
Potri.011G091100,Potri.001G357100,1,0,0.82308,1,popSegDup_96,0.07155
Potri.011G091900,Potri.001G358500,1,0,0.80942,1,popSegDup_96,0.07743
Potri.011G092200,Potri.001G358700,1,0,0.97972,1,popSegDup_96,0.07808
Potri.011G092500,Potri.001G356500,1,0,0.86522,1,popSegDup_96,0.08017
Potri.011G092600,Potri.001G359600,1,0,0.95105,1,popSegDup_96,*
Potri.011G092700,Potri.001G359700,1,0,0.78158,1,popSegDup_96,0.07937
Potri.019G000900,Potri.001G305500,1,0,0.8646,1,popSegDup_97,0.1266
Potri.019G001000,Potri.001G305600,1,0,0.88505,1,popSegDup_97,0.10679
Potri.019G001100,Potri.001G305700,1,0,0.92308,1,popSegDup_97,0.15508
Potri.019G001500,Potri.001G305800,1,0,0.75513,1,popSegDup_97,0.07828
Potri.019G001800,Potri.001G306000,1,0,0.84304,1,popSegDup_97,0.08482
Potri.019G002100,Potri.001G306200,1,0,0.85161,1,popSegDup_97,0.09765
NaN,Potri.001G306300,1,0,0.78281,1,popSegDup_97,*
NaN,Potri.001G307000,1,0,0.65466,1,popSegDup_97,1.03972
Potri.019G003100,Potri.001G307400,1,0,0.91825,1,popSegDup_97,0.06988
Potri.019G003700,Potri.001G307500,1,0,0.67678,1,popSegDup_97,0.1159
Potri.019G003900,Potri.001G307600,1,0,0.78342,1,popSegDup_97,0.06258
Potri.019G004200,Potri.001G308100,1,0,0.73807,1,popSegDup_97,0.16824
Potri.015G028200,NaN,1,0,0.63063,2,popSegDup_98,0.01869
Potri.012G036700,Potri.015G028400,1,0,0.63025,1,popSegDup_98,0.08847
Potri.012G037100,Potri.015G029000,1,0,0.82803,1,popSegDup_98,0.13413
Potri.012G037200,Potri.015G029100,1,0,0.78292,1,popSegDup_98,0.08126
Potri.012G037300,Potri.015G029200,1,0,0.80515,1,popSegDup_98,0.15817
Potri.012G037400,Potri.015G029400,1,0,0.75965,1,popSegDup_98,0.10896
Potri.012G037500,Potri.015G029500,1,0,0.85082,1,popSegDup_98,0.13118
Potri.012G037900,Potri.015G029800,1,0,0.75529,1,popSegDup_98,0.04002
Potri.012G038000,Potri.015G030100,1,0,0.66097,1,popSegDup_98,0.2695
Potri.012G038100,Potri.015G030200,1,0,0.90533,1,popSegDup_98,0.11369
Potri.012G038300,Potri.015G030400,1,0,0.62821,1,popSegDup_98,0.13566
Potri.014G007200,Potri.007G007100,1,0,0.75512,1,popSegDup_99,0.0539
Potri.014G006900,Potri.007G006800,1,0,0.81461,1,popSegDup_99,0.03848
Potri.014G006800,Potri.007G006600,1,0,0.68222,1,popSegDup_99,0.07011
Potri.014G006700,Potri.007G006500,1,0,0.84911,1,popSegDup_99,0.12343
Potri.014G006500,Potri.007G006300,1,0,0.68045,1,popSegDup_99,0.17415
Potri.014G008600,Potri.007G006200,1,0,0.63144,1,popSegDup_99,0.01961
Potri.014G008700,Potri.007G006100,1,0,0.6035,1,popSegDup_99,0.25541
Potri.014G006100,Potri.007G005900,1,0,0.86957,1,popSegDup_99,0.12014
Potri.014G008900,Potri.007G005800,1,0,0.88047,1,popSegDup_99,0.08353
Potri.014G005000,Potri.007G005300,1,0,0.87559,1,popSegDup_99,0.05527
Potri.014G004900,Potri.007G005000,1,0,0.76142,1,popSegDup_99,0.1474
Potri.006G232700,Potri.018G059800,1,0,0.89398,1,popSegDup_100,0.07971
Potri.006G232900,Potri.018G059400,1,0,0.88835,1,popSegDup_100,0.11247
NaN,Potri.018G059100,1,0,0.89703,1,popSegDup_100,0.11961
Potri.006G233400,NaN,1,0,0.61458,1,popSegDup_100,0.04766
Potri.006G234000,Potri.018G058900,1,0,0.74271,1,popSegDup_100,0.08664
Potri.006G234300,Potri.018G058600,1,0,0.7818,1,popSegDup_100,0.14093
Potri.006G234500,Potri.018G058300,1,0,0.79378,1,popSegDup_100,0.07033
Potri.006G234600,Potri.018G058000,1,0,0.92135,1,popSegDup_100,0
Potri.006G235000,Potri.018G057700,1,0,0.66179,1,popSegDup_100,0.04258
Potri.006G235200,Potri.018G057600,1,0,0.91209,1,popSegDup_100,0.02326
Potri.006G235500,Potri.018G057100,1,0,0.78342,1,popSegDup_100,0.07514
Potri.018G064500,Potri.006G135500,1,0,0.90513,1,popSegDup_101,0.10565
Potri.018G064200,Potri.006G135800,1,0,0.73883,1,popSegDup_101,0.17415
Potri.018G063700,Potri.006G136400,1,0,0.74875,1,popSegDup_101,0.07202
Potri.018G063600,Potri.006G136500,1,0,0.89697,1,popSegDup_101,0.11819
Potri.018G063500,Potri.006G136700,1,0,0.93887,1,popSegDup_101,0.07977
Potri.018G063400,Potri.006G137200,1,0,0.82544,1,popSegDup_101,0.11157
Potri.018G063300,Potri.006G137500,1,0,0.83827,1,popSegDup_101,0.1024
Potri.018G063200,Potri.006G138600,1,0,0.88327,1,popSegDup_101,0.08557
Potri.018G062900,Potri.006G138000,1,0,0.79948,1,popSegDup_101,*
Potri.018G062700,Potri.006G139500,1,0,0.9242,1,popSegDup_101,0.08181
Potri.018G062400,Potri.006G141100,1,0,0.7182,1,popSegDup_101,0.18386
Potri.004G003900,Potri.T068000.1,1,0,0.60526,1,popSegDup_102,0.16607
Potri.004G004100,Potri.006G270200,1,0,0.80511,1,popSegDup_102,0.09708
NaN,NaN,1,0,0.63107,1,popSegDup_102,0.14093
Potri.004G004700,NaN,1,0,0.74571,1,popSegDup_102,0.12058
Potri.004G004900,Potri.011G010800,1,0,0.96617,1,popSegDup_102,0.04922
Potri.004G005100,Potri.011G010600,1,0,0.84791,1,popSegDup_102,0.12156
NaN,Potri.011G010500,1,0,0.6169,1,popSegDup_102,0.06068
Potri.004G005500,Potri.011G010400,1,0,0.73979,1,popSegDup_102,0.08531
Potri.004G005900,Potri.011G009900,1,0,0.74368,1,popSegDup_102,0.14553
Potri.004G006200,Potri.T037200.2,1,0,0.69664,1,popSegDup_102,0.07467
Potri.004G007100,Potri.T038800.1,1,0,0.61129,1,popSegDup_102,0.12566
Potri.018G044100,Potri.006G238500,1,0,0.91581,1,popSegDup_103,0.07467
Potri.018G044200,Potri.006G238200,1,0,0.7593,1,popSegDup_103,0.07229
Potri.018G044900,Potri.006G237700,1,0,0.74271,1,popSegDup_103,0.15184
Potri.018G045100,Potri.006G237500,1,0,0.95147,1,popSegDup_103,0.08884
